code,name,series,element,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves,level
oeov7c,Ghost,Call of Duty,void,3d,370,852,N/A,N/A,0,N/A,false,false,N/A,N/A,51,51,53,262,"Vor, Ban",1
oeot7q,Keith Kogane,Voltron,void,3d,66,424,N/A,N/A,0,N/A,false,false,N/A,N/A,45,58,64,280,"Tim, Spi",1
oeolyo,Almond Peak,Shironeko Project,metal,3d,1,1133,N/A,N/A,0,N/A,false,false,N/A,N/A,42,46,55,286,"Ref, Rol",1
oeod6y,Naoki Shitatori,Days,fire,3d,0,768,N/A,N/A,0,N/A,false,false,N/A,N/A,55,60,53,273,"Cos, Hyp",1
oeo5fl,Zess,Broken Blade,light,3d,1,717,N/A,N/A,0,N/A,false,false,N/A,N/A,44,49,42,273,"Dru, Vor",1
oeo39d,Shou,Pretty Rhythm: Aurora Dream,wind,3d,1,1130,N/A,N/A,0,N/A,false,false,N/A,N/A,40,46,46,255,"Vor, Tau",1
oeo0mj,Oberon Vortigern,Fate/Grand Order,wood,3d,49,1436,N/A,N/A,0,N/A,false,false,N/A,N/A,54,40,50,277,"Hol, Out",1
oenwva,Seika Ijichi,Bocchi the Rock!,light,fav,29,1332,N/A,N/A,0,N/A,false,false,N/A,N/A,41,64,50,265,"Roc, Hel",1
oenssr,Doyoung,NCT,ice,3d,42,1478,N/A,N/A,0,N/A,false,false,N/A,N/A,54,55,60,321,"Eth, Tri",1
oenq2s,Aloy,Horizon Zero Dawn,metal,fav,31,1013,N/A,N/A,0,N/A,false,false,N/A,N/A,72,45,58,238,"Out, Hyp",1
oend2g,Atro,Brave Frontier,wood,3d,5,1775,N/A,N/A,0,N/A,false,false,N/A,N/A,52,52,80,273,"Tau, Ser",1
oekaqp,Tingyun,Honkai Star Rail,wind,hsr,68,1524,N/A,N/A,0,N/A,false,false,N/A,N/A,48,45,67,258,"Ser, Bel",1
oek0l2,Wang Ling,The Daily Life of the Immortal King,void,3d,59,1436,N/A,N/A,0,N/A,false,false,N/A,N/A,43,58,52,308,"Ato, Sha",1
oeji74,Kazuhito Harumi,Dog & Scissors,wood,3d,6,1263,N/A,N/A,0,N/A,false,false,N/A,N/A,44,52,58,277,"Bli, Tri",1
oej7pt,Sora,Kingdom Hearts,light,3d,158,571,N/A,N/A,0,N/A,false,false,N/A,N/A,54,56,55,231,"Ato, Har",1
oeiz6s,Mina,Twice,void,3d,354,760,N/A,N/A,0,N/A,false,false,N/A,N/A,42,44,56,241,"Hel, Out",1
oeis3h,Huskley,Earl and Fairy,wood,3d,0,714,N/A,N/A,0,N/A,false,false,N/A,N/A,41,41,41,265,"Eth, Roc",1
oeicl9,Leticia,My Husband Hides his Beauty,wood,3d,12,1239,N/A,N/A,0,N/A,false,false,N/A,N/A,41,52,60,263,"Nec, Tri",1
oeia03,Mamushi Houjou,Blue Exorcist: Kyoto Saga,metal,3d,1,606,N/A,N/A,0,N/A,false,false,N/A,N/A,51,80,54,241,"Eth, Mim",1
oei67x,Hina,Valkyrie Crusade,ice,3d,1,645,N/A,N/A,0,N/A,false,false,N/A,N/A,58,46,52,288,"Out, Bod",1
oehxqg,Wen Xi,"Pixiu's Eatery, No Way Out",wood,3d,2,623,N/A,N/A,0,N/A,false,false,N/A,N/A,65,43,56,252,"Nec, Vis",1
oegfjv,Mai's Mother,Bunny Girl Senpai,metal,3d,6,499,N/A,N/A,0,N/A,false,false,N/A,N/A,44,49,49,235,"Rot, Hyp",1
oeg1v6,Hoyo Makihara,My Hero Academia: Heroes Rising,wood,3d,2,1289,N/A,N/A,0,N/A,false,false,N/A,N/A,49,53,43,281,"Tim, Ato",1
oefzn0,Flowey,Undertale,metal,3d,34,1086,N/A,N/A,0,N/A,false,false,N/A,N/A,60,52,42,264,"Tem, Tri",1
oefpy3,Chinatsu Morikawa,Lostorage incited WIXOSS,metal,3d,3,1788,N/A,N/A,0,N/A,false,false,N/A,N/A,47,51,72,261,"Har, Ban",1
oefi2o,Masaomi Kida,Durarara!!,light,3d,7,1075,N/A,N/A,0,N/A,false,false,N/A,N/A,60,40,60,285,"Hel, Vor",1
oef3bg,Flandre Scarlet,Touhou,wind,3d,87,1623,N/A,N/A,0,N/A,false,false,N/A,N/A,46,44,49,260,"Ser, Tem",1
oef0th,Kyrgios Rodgraim,Omniscient Reader's Viewpoint,fire,fodder,35,1493,N/A,N/A,0,N/A,false,false,N/A,N/A,58,53,45,245,"Hol, Dra",1
oeeqzm,Deputy Adams,Vampire Diaries,earth,3d,5,887,N/A,N/A,0,N/A,false,false,N/A,N/A,47,52,45,279,"Dra, Mys",1
oeepvz,Sorasaki Hina,Blue Archive,light,3d,85,1530,N/A,N/A,0,N/A,false,false,N/A,N/A,53,52,43,285,"Bel, Ref",1
oeeoj3,Rei Sakuma,Ensemble Stars!,fire,3d,130,1215,N/A,N/A,0,N/A,false,false,N/A,N/A,54,40,41,291,"Dra, Bod",1
oee74o,Sena Kashiwazaki,Haganai: I don't have many friends,earth,3d,25,825,N/A,N/A,0,N/A,false,false,N/A,N/A,51,47,57,258,"Alm, Rol",1
oedlcr,Lenore,Castlevania,void,3d,18,1514,N/A,N/A,0,N/A,false,false,N/A,N/A,59,44,56,246,"Tri, For",1
oedeb4,Sylvia Richter,Alternative Girls,ice,3d,0,842,N/A,N/A,0,N/A,false,false,N/A,N/A,51,43,50,235,"Wil, Dru",1
oed6pt,Kaguya Shinomiya,Kaguya-sama: Love is War,wood,3d,692,783,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,42,295,"Spi, Bli",1
oed21o,Han Solo,Star Wars,earth,3d,25,880,N/A,N/A,0,N/A,false,false,N/A,N/A,57,47,45,328,"Nec, Hol",1
oed10k,Makoto Niijima,Persona 5,fire,3d,127,854,N/A,N/A,0,N/A,false,false,N/A,N/A,74,41,41,279,"Har, Ref",1
oecnb1,Momoi Airi,Project SEKAI,earth,3d,140,1038,N/A,N/A,0,N/A,false,false,N/A,N/A,48,41,67,257,"Nec, Rol",1
oeapy4,Ichinose Shiki,Tougen Anki,ice,3d,17,1275,N/A,N/A,0,N/A,false,false,N/A,N/A,79,42,40,258,"Bel, Cos",1
oeamoq,Chipp Zanuff,Guilty Gear,earth,3d,9,1619,N/A,N/A,0,N/A,false,false,N/A,N/A,51,48,56,273,"Hel, Nec",1
oeak0i,Eikichi Onizuka,Great Teacher Onizuka,ice,3d,65,1415,N/A,N/A,0,N/A,false,false,N/A,N/A,53,52,59,248,"For, Dra",1
oeah28,Tess,The Last of Us,wood,tlou,4,699,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,90,262,"Mys, Out",1
oea6pv,Biluochun Tea,Food Fantasy,wind,3d,6,1467,N/A,N/A,0,N/A,false,false,N/A,N/A,60,59,40,253,"Hyp, Vor",1
oea3ww,Aligura,Blood Blockade Battlefront,void,deck2,3,694,N/A,N/A,0,N/A,false,false,N/A,N/A,54,76,60,311,"Spi, Tem",1
oe9vv2,Mima Kirigoe,Perfect Blue,wood,3d,27,1313,N/A,N/A,0,N/A,false,false,N/A,N/A,55,54,49,263,"Hyp, Mim",1
oe9r3c,Kana's Mother,Leviathan,earth,3d,1,1230,N/A,N/A,0,N/A,false,false,N/A,N/A,49,45,55,271,"Nec, Dra",1
oe9hmx,Dia Viekone,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,light,3d,30,1569,N/A,N/A,0,N/A,false,false,N/A,N/A,52,64,59,241,"Pur, Out",1
oe90jp,Mike Wheeler,Stranger Things,ice,3d,54,1857,N/A,N/A,0,N/A,false,false,N/A,N/A,47,61,42,246,"Dra, Ser",1
oe8mq4,Mileena,Mortal Kombat,void,3d,27,1021,N/A,N/A,0,N/A,false,false,N/A,N/A,45,41,49,273,"For, Dra",1
oe8hwg,Maria Marionette,Nijisanji EN,fire,3d,41,1920,N/A,N/A,0,N/A,false,false,N/A,N/A,42,40,80,241,"Rol, Out",1
oe8glc,Imari Nagakura,Absolute Duo,fire,3d,0,1843,N/A,N/A,0,N/A,false,false,N/A,N/A,48,46,40,254,"Mim, Hol",1
oe801q,Ryomen Sukuna,Jujutsu Kaisen,metal,jjk,2487,1299,N/A,N/A,0,N/A,false,false,N/A,N/A,44,42,52,267,"Tau, For",1
oe619o,Marius von Hagen,Tears of Themis,ice,3d,129,1594,N/A,N/A,0,N/A,false,false,N/A,N/A,59,55,57,240,"For, Hel",1
oe5hag,Theodora,Memento Mori,metal,3d,0,1704,N/A,N/A,0,N/A,false,false,N/A,N/A,41,60,40,292,"Out, Wil",1
oe5el0,Izuna Hatsuse,No Game No Life,light,3d,25,1657,N/A,N/A,0,N/A,false,false,N/A,N/A,58,51,54,249,"Und, Bod",1
oe5cyc,Jung Hoseok,Save Me,wind,3d,42,1689,N/A,N/A,0,N/A,false,false,N/A,N/A,58,60,59,267,"Spi, Mim",1
oe4t1n,Finral Roulacase,Black Clover,wood,3d,20,1874,N/A,N/A,0,N/A,false,false,N/A,N/A,47,42,51,271,"Ref, Har",1
oe4rqd,Marito Jin,Bucchigiri?!,wood,3d,15,728,N/A,N/A,0,N/A,false,false,N/A,N/A,78,42,47,233,"Sha, Tim",1
oe4q5f,Lucio,The Arcana: A Mystic Romance,wind,3d,19,804,N/A,N/A,0,N/A,false,false,N/A,N/A,48,49,41,291,"Roc, Ven",1
oe4neg,Rachel Gardner,Angels of Death,metal,3d,82,682,N/A,N/A,0,N/A,false,false,N/A,N/A,43,40,45,235,"Mim, Dru",1
oe4jv9,Hook,Honkai Star Rail,wind,3d,22,689,N/A,N/A,0,N/A,false,false,N/A,N/A,48,50,42,253,"Spi, Ref",1
oe4inn,Tamaki Tsuburaya,Welcome to the Ballroom,wind,3d,6,1105,N/A,N/A,0,N/A,false,false,N/A,N/A,51,46,40,269,"Cos, Dru",1
oe49jk,Midori Nendou,The Disastrous Life of Saiki K.,metal,3d,1,1648,N/A,N/A,0,N/A,false,false,N/A,N/A,47,71,43,274,"Rot, Sha",1
oe480q,Adjest Kingscrown,A Returner's Magic Should Be Special,fire,3d,19,1938,N/A,N/A,0,N/A,false,false,N/A,N/A,43,56,40,273,"Eth, Dra",1
oe41h6,Misogi Kumagawa,Medaka Box Abnormal,metal,3d,19,1813,N/A,N/A,0,N/A,false,false,N/A,N/A,43,41,57,259,"Cos, Spi",1
oe3zz5,Eunha,VIVIZ,fire,3d,27,1710,N/A,N/A,0,N/A,false,false,N/A,N/A,60,48,56,231,"Ban, Rol",1
oe3tvi,Burgh,Pokemon People,wood,3d,0,543,N/A,N/A,0,N/A,false,false,N/A,N/A,58,60,41,292,"Dra, Und",1
oe3gr0,Kyouka Izumi,Bungou Stray Dogs,earth,3d,120,1902,N/A,N/A,0,N/A,false,false,N/A,N/A,44,43,45,268,"Wil, Bli",1
oe2sw3,Kazuya Mishima,Tekken,wind,3d,35,1744,N/A,N/A,0,N/A,false,false,N/A,N/A,60,60,46,234,"Ven, Eth",1
oe2ccv,Alecdora Sandler,Black Clover,ice,3d,0,683,N/A,N/A,0,N/A,false,false,N/A,N/A,54,52,60,265,"Tau, Roc",1
oe05oh,Morisuke Yaku,Haikyu!!,fire,3d,16,667,N/A,N/A,0,N/A,false,false,N/A,N/A,47,53,51,256,"Spi, Hyp",1
oe038y,Misa Kitagawa,Photo Kano,wood,3d,0,883,N/A,N/A,0,N/A,false,false,N/A,N/A,52,40,54,280,"Mys, Eth",1
odzztv,Eliphas,Yu-Gi-Oh! ZEXAL,fire,3d,0,143,N/A,N/A,0,N/A,false,false,N/A,N/A,46,60,48,288,"Rol, Bod",1
odzxm2,Baizhu,Genshin Impact,light,genshin,117,1796,N/A,N/A,0,N/A,false,false,N/A,N/A,55,71,49,262,"Eth, Dra",1
odzuu3,Akari Seto,Otherside Picnic,earth,3d,0,1899,N/A,N/A,0,N/A,false,false,N/A,N/A,55,44,40,231,"Cos, Dra",1
odz16h,Shuuzou Nijimura,Kuroko's Basketball,fire,3d,4,1143,N/A,N/A,0,N/A,false,false,N/A,N/A,57,59,80,279,"Tim, Spi",1
ody6zw,Michiru Tojo,Dolphin Wave,light,3d,0,1244,N/A,N/A,0,N/A,false,false,N/A,N/A,52,56,57,311,"Vor, Ban",1
ody4lv,Bloody,Sid Story,fire,deck2,0,1477,N/A,N/A,0,N/A,false,false,N/A,N/A,40,85,43,338,"Mys, Rot",1
ody1o0,Rose,Blackpink,earth,3d,547,1621,N/A,N/A,0,N/A,false,false,N/A,N/A,54,46,40,261,"Dra, Ref",1
ody0r4,Elina Vance,Queen's Blade: The Exiled Virgin,void,3d,2,1076,N/A,N/A,0,N/A,false,false,N/A,N/A,47,57,57,280,"Dra, Bod",1
odxzsh,Future Trunks,Dragon Ball,light,3d,85,1835,N/A,N/A,0,N/A,false,false,N/A,N/A,43,58,46,232,"Vor, Tim",1
odxxyn,Akizu,Valkyrie Crusade,ice,3d,0,635,N/A,N/A,0,N/A,false,false,N/A,N/A,60,48,47,269,"Cos, Tau",1
odxrej,Southvalley,Shakugan no Shana,void,3d,20,578,N/A,N/A,0,N/A,false,false,N/A,N/A,49,47,54,284,"Pur, Hol",1
odxmxl,Yu Ijin,Mercenary Enrollment,metal,3d,121,1882,N/A,N/A,0,N/A,false,false,N/A,N/A,54,57,74,259,"Alm, Hel",1
odxlpu,Noah,PLAVE,metal,3d,27,691,N/A,N/A,0,N/A,false,false,N/A,N/A,48,56,60,245,"Ato, Rol",1
odxkqz,Junkyu,Treasure,ice,3d,11,1674,N/A,N/A,0,N/A,false,false,N/A,N/A,59,57,43,254,"Hyp, Bod",1
odxjsf,Hongjoong,ATEEZ,wood,3d,145,574,N/A,N/A,0,N/A,false,false,N/A,N/A,52,51,53,257,"For, Rol",1
odxibg,Pieck Finger,Attack on Titan,ice,3d,106,917,N/A,N/A,0,N/A,false,false,N/A,N/A,55,53,55,242,"Alm, Vor",1
odxf52,Mitsuki Koga,The Guy She Was Interested in Wasn't a Guy At All,metal,3d,65,1139,N/A,N/A,0,N/A,false,false,N/A,N/A,44,67,58,260,"Hyp, Vor",1
odxat2,Kaalaa Baunaa,Reverse: 1999,fire,3d,2,662,N/A,N/A,0,N/A,false,false,N/A,N/A,96,46,52,270,"Mys, Cos",1
odvrjz,Kiyoshi Adachi,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,fire,3d,12,1117,N/A,N/A,0,N/A,false,false,N/A,N/A,43,41,41,230,"Hol, Roc",1
odvnu4,Reiji Shiratori,Blue Exorcist,metal,3d,0,980,N/A,N/A,0,N/A,false,false,N/A,N/A,45,53,64,273,"Sha, Out",1
odukuw,Angel Dust,Hazbin Hotel,wind,3d,284,878,N/A,N/A,0,N/A,false,false,N/A,N/A,60,53,49,251,"Tau, Spi",1
odud04,Hitomi Kashiwa,Welcome to the N.H.K.,ice,3d,0,1027,N/A,N/A,0,N/A,false,false,N/A,N/A,41,46,48,261,"Tri, Dru",1
oduboz,Canterbury,Black Butler,earth,3d,1,1292,N/A,N/A,0,N/A,false,false,N/A,N/A,47,46,58,260,"Spi, Eth",1
odtxv7,LAYER,BanG Dream!,wood,3d,17,1566,N/A,N/A,0,N/A,false,false,N/A,N/A,51,42,42,249,"Dra, Tau",1
odtwia,Rin Tohsaka,Carnival Phantasm,metal,3d,15,1627,N/A,N/A,0,N/A,false,false,N/A,N/A,59,42,45,295,"Nec, Vis",1
odszre,DPR Live,Dream Perfect Regime,metal,fav,9,1967,N/A,N/A,0,N/A,false,false,N/A,N/A,48,46,41,260,"Ato, Dra",1
odsv0j,Utaha Kasumigaoka,Saekano: How to Raise a Boring Girlfriend,ice,3d,45,654,N/A,N/A,0,N/A,false,false,N/A,N/A,46,46,58,279,"Ven, Hel",1
odsp6g,Shima Iwashita,Bocchi the Rock!,metal,fav,9,1843,N/A,N/A,0,N/A,false,false,N/A,N/A,54,76,56,234,"Tri, Mys",1
odsl6j,Anko Uguisu,Call of the Night,light,3d,44,971,N/A,N/A,0,N/A,false,false,N/A,N/A,50,57,42,287,"Out, Rot",1
odsk6z,Seele,Honkai Star Rail,void,hsr,295,722,N/A,N/A,0,N/A,false,false,N/A,N/A,57,57,78,240,"Nec, Mim",1
odsdx0,Emily,Until Dawn,wood,3d,12,428,N/A,N/A,0,N/A,false,false,N/A,N/A,48,45,60,231,"Tri, Vor",1
odsc8o,Chica,Five Nights at Freddy's,void,3d,38,1925,N/A,N/A,0,N/A,false,false,N/A,N/A,55,52,40,271,"Sha, Mys",1
ods3ti,Misu,Independent VTubers,fire,fav,1,885,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,40,267,"Mys, For",1
ods0xl,Kanae,Nijisanji,earth,3d,98,1340,N/A,N/A,0,N/A,false,false,N/A,N/A,55,60,59,270,"Vis, Ban",1
odrtgt,Kota,Alice in Borderland,fire,3d,2,881,N/A,N/A,0,N/A,false,false,N/A,N/A,55,48,45,258,"Hel, Dra",1
odrrcg,Noelle,Butterfly Soup,fire,3d,3,656,N/A,N/A,0,N/A,false,false,N/A,N/A,42,45,73,272,"Mim, Alm",1
odqfhc,Tsuneo Suzukawa,"Josee, the Tiger and the Fish",earth,3d,21,1063,N/A,N/A,0,N/A,false,false,N/A,N/A,41,58,78,275,"Bod, Ban",1
odqc3t,Juuzou Suzuya,Tokyo Ghoul,metal,3d,207,1833,N/A,N/A,0,N/A,false,false,N/A,N/A,43,59,53,246,"Vor, Cos",1
odq8ul,Karina,Mobile Legends,fire,3d,4,1977,N/A,N/A,0,N/A,false,false,N/A,N/A,50,60,55,289,"Ato, Wil",1
odpv5m,Izuru Kamukura,Danganronpa 2: Goodbye Despair,ice,3d,32,898,N/A,N/A,0,N/A,false,false,N/A,N/A,55,60,51,263,"Dru, Spi",1
odpp16,Sylvester Ashling,Epithet Erased,fire,3d,13,1677,N/A,N/A,0,N/A,false,false,N/A,N/A,57,57,58,237,"Roc, Hol",1
odpfsh,Countess Chelsea,Path to Nowhere,wind,3d,19,1382,N/A,N/A,0,N/A,false,false,N/A,N/A,45,58,53,278,"Pur, Rot",1
odp71b,Kanade Tachibana,Angel Beats!,earth,3d,95,1381,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,59,263,"Vis, Ven",1
odp5pc,Mirai Kuriyama,Beyond the Boundary,metal,3d,116,1634,N/A,N/A,0,N/A,false,false,N/A,N/A,41,56,54,244,"Alm, Spi",1
odouw5,Kaname Arisugawa,TONIKAWA: Over the Moon For You,light,fav,1,819,N/A,N/A,0,N/A,false,false,N/A,N/A,57,50,55,273,"Sha, Pur",1
odocsk,Nadeshiko Kagamihara,Laid-Back Camp,earth,3d,39,1737,N/A,N/A,0,N/A,false,false,N/A,N/A,58,45,43,264,"Hol, Tim",1
odo7sp,Mendo Garcia,Call of Duty,light,3d,26,1351,N/A,N/A,0,N/A,false,false,N/A,N/A,52,45,53,288,"Tri, Har",1
odo6l3,Takt Asahina,Takt Op. Destiny,earth,3d,54,1117,N/A,N/A,0,N/A,false,false,N/A,N/A,79,50,57,267,"Ref, Nec",1
odnwr6,Cathy Sumireneko,PH VTubers,fire,3d,0,753,N/A,N/A,0,N/A,false,false,N/A,N/A,60,50,41,253,"Tim, Ser",1
odnvno,Shui Chu ,Kingdom,earth,3d,2,1962,N/A,N/A,0,N/A,false,false,N/A,N/A,59,56,54,250,"Vor, Vis",1
odnkrz,Yukina Minato,BanG Dream!,wood,3d,103,647,N/A,N/A,0,N/A,false,false,N/A,N/A,42,49,56,282,"Ban, Dra",1
odnhfj,Georg,Black Clover,wood,3d,1,652,N/A,N/A,0,N/A,false,false,N/A,N/A,43,55,44,274,"Eth, Roc",1
odnf84,Mahito,Jujutsu Kaisen,earth,jjk,205,689,N/A,N/A,0,N/A,false,false,N/A,N/A,43,58,46,253,"Dra, Tau",1
odne4z,Kai Nakamura,Aquatope On White Sand,fire,3d,0,896,N/A,N/A,0,N/A,false,false,N/A,N/A,48,53,44,258,"Spi, Bod",1
odn2r6,Neji Hyuuga,Naruto,wind,3d,46,503,N/A,N/A,0,N/A,false,false,N/A,N/A,42,43,42,237,"Cos, Spi",1
odmo7b,Ariel,"So I'm a Spider, So What?",earth,3d,10,618,N/A,N/A,0,N/A,false,false,N/A,N/A,53,54,49,259,"Vis, Mys",1
odmlky,Saki Yoshioka,THE iDOLM@STER Cinderella Girls,void,3d,0,749,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,40,322,"Bli, Wil",1
odmk9u,Maria Miller,The Last of Us,void,tlou,4,877,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,60,266,"Wil, Tau",1
odl1sd,Edelgard,Fire Emblem: Three Houses,light,3d,61,1693,N/A,N/A,0,N/A,false,false,N/A,N/A,53,47,59,252,"Hol, Har",1
odkd87,Kaien Shiba,Bleach,void,3d,3,1630,N/A,N/A,0,N/A,false,false,N/A,N/A,46,42,80,267,"Tau, Mys",1
odjtmm,Silco,Arcane,void,fav,33,533,N/A,N/A,0,N/A,false,false,N/A,N/A,43,49,59,233,"Wil, Nec",1
odjqdd,Falin Touden,Delicious in Dungeon,ice,3d,142,707,N/A,N/A,0,N/A,false,false,N/A,N/A,52,53,58,266,"Dru, Pur",1
odjn0v,Juyeon,The Boyz,metal,3d,41,743,N/A,N/A,0,N/A,false,false,N/A,N/A,48,45,67,259,"Spi, Tim",1
odjk5c,Club Kid,Memes,light,fav,5,925,N/A,N/A,0,N/A,false,false,N/A,N/A,51,46,41,257,"Dra, Und",1
odj94e,Smoker,One Piece,fire,3d,42,775,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,47,248,"Tem, Und",1
odiugs,Tooth Fairy,Reverse: 1999,earth,3d,23,616,N/A,N/A,0,N/A,false,false,N/A,N/A,44,48,74,271,"Roc, Dra",1
odi8kq,Ragatha,The Amazing Digital Circus,fire,3d,32,1789,N/A,N/A,0,N/A,false,false,N/A,N/A,47,72,40,280,"Hel, Ser",1
odi7lz,Opera Cake,Food Fantasy,wind,3d,4,1636,N/A,N/A,0,N/A,false,false,N/A,N/A,60,58,44,257,"Rol, Vis",1
odhw38,Ritsuka Uenoyama,Given,earth,3d,102,896,N/A,N/A,0,N/A,false,false,N/A,N/A,41,55,47,255,"Rol, Sha",1
odhn6y,Itsuki Sumeragi,Kakegurui,wind,fav,13,673,N/A,N/A,0,N/A,false,false,N/A,N/A,49,51,56,292,"Ven, Sou",1
odhbcm,9'δ,DARLING in the FRANXX,earth,3d,1,1662,N/A,N/A,0,N/A,false,false,N/A,N/A,41,55,50,278,"Spi, For",1
odh2uf,Akihiko Sanada,Persona 3,light,3d,32,704,N/A,N/A,0,N/A,false,false,N/A,N/A,79,42,44,232,"Ban, Ven",1
odgxp0,Fumi Kanno,Devil Survivor 2 The Animation,earth,3d,3,1633,N/A,N/A,0,N/A,false,false,N/A,N/A,50,48,48,274,"Out, Tau",1
odgwoa,Lio Fotia,Promare,ice,3d,36,1447,N/A,N/A,0,N/A,false,false,N/A,N/A,55,46,52,245,"Ven, Mim",1
oder27,Jack Sparrow,Pirates of the Caribbean,earth,3d,106,676,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,61,256,"Dra, Hyp",1
odemk7,Marika Madokano,Grimoire Magic Academy,wood,3d,0,704,N/A,N/A,0,N/A,false,false,N/A,N/A,45,49,75,300,"Spi, Ban",1
odejyx,Tohru,Miss Kobayashi's Dragon Maid,wind,3d,287,1981,N/A,N/A,0,N/A,false,false,N/A,N/A,59,40,44,257,"Ref, Sou",1
odeinq,Akira Hayama,Food Wars! Shokugeki no Soma,wind,fav,13,1207,N/A,N/A,0,N/A,false,false,N/A,N/A,42,53,60,270,"Bli, Har",1
odeg1c,Moira,Overwatch,fire,3d,27,1174,N/A,N/A,0,N/A,false,false,N/A,N/A,45,45,48,248,"Tau, Spi",1
odebqz,Phillip Graves,Call of Duty,wood,3d,19,1641,N/A,N/A,0,N/A,false,false,N/A,N/A,69,52,53,277,"Hel, Out",1
ode90e,Misa Amane,Death Note,light,3d,389,1670,N/A,N/A,0,N/A,false,false,N/A,N/A,48,69,49,238,"Wil, Hel",1
ode2f9,Thorfinn,Vinland Saga,wood,vinland,354,1776,N/A,N/A,0,N/A,false,false,N/A,N/A,52,59,40,244,"Mys, Tim",1
ode157,Yasuo,League of Legends,fire,3d,58,1831,N/A,N/A,0,N/A,false,false,N/A,N/A,43,41,55,275,"Tim, Ato",1
oddue1,Ihwa,Hero Killer,ice,3d,44,551,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,51,233,"Bod, Hyp",1
oddq2f,Charlotte Pudding,One Piece,void,3d,18,823,N/A,N/A,0,N/A,false,false,N/A,N/A,41,56,51,297,"Rol, Nec",1
oddffu,Hizuru Minakata,Summertime Rendering,earth,3d,35,1328,N/A,N/A,0,N/A,false,false,N/A,N/A,48,47,55,277,"Cos, Har",1
oddb0l,Kusunoki,Lycoris Recoil,light,lycoris,1,1304,N/A,N/A,0,N/A,false,false,N/A,N/A,41,60,54,242,"Wil, For",1
odd9tc,Zelda,The Legend of Zelda: Breath of the Wild,wind,3d,108,660,N/A,N/A,0,N/A,false,false,N/A,N/A,58,40,43,244,"Out, Ban",1
odcppn,Shuntaro Chishiya,Alice in Borderland,light,3d,178,981,N/A,N/A,0,N/A,false,false,N/A,N/A,44,57,49,242,"Ven, Cos",1
odcnj8,Android 18,Dragon Ball,metal,3d,51,1233,N/A,N/A,0,N/A,false,false,N/A,N/A,52,49,45,240,"Wil, Alm",1
odcmb0,Shelly,Wind Breaker,metal,3d,164,909,N/A,N/A,0,N/A,false,false,N/A,N/A,52,54,54,283,"Spi, Rol",1
odcg6u,Shiro,Deadman Wonderland,fire,3d,51,1652,N/A,N/A,0,N/A,false,false,N/A,N/A,56,55,54,232,"Hol, Ven",1
odc0le,Sasori,Naruto: Shippuden,metal,3d,36,1125,N/A,N/A,0,N/A,false,false,N/A,N/A,46,48,60,261,"Alm, Vor",1
odbuwb,Veigas,Grand Chase Dimensional Chaser,ice,3d,0,1336,N/A,N/A,0,N/A,false,false,N/A,N/A,42,54,47,303,"Spi, Vis",1
nsqbp4,Lisa,SOLOIST,wind,3d,100,1125,N/A,N/A,0,N/A,false,false,N/A,N/A,41,49,58,244,"Tem, Pur",1
nh7y1i,Lisa,SOLOIST,fire,3d,100,1142,N/A,N/A,0,N/A,false,false,N/A,N/A,40,40,40,242,"Out, Vis",1
od9yk4,Yoshimitsu,Tekken,fire,3d,10,1117,N/A,N/A,0,N/A,false,false,N/A,N/A,42,50,57,277,"Tim, Har",1
od9gad,Yuqi,GI-DLE,ice,3d,194,1642,N/A,N/A,0,N/A,false,false,N/A,N/A,57,54,44,279,"Nec, Ven",1
od9ev7,Yozora Mel,Hololive,ice,3d,38,1145,N/A,N/A,0,N/A,false,false,N/A,N/A,53,60,44,246,"Roc, Tim",1
od9d8j,Kayo Hinazuki,ERASED,metal,fav,34,612,N/A,N/A,0,N/A,false,false,N/A,N/A,55,43,59,235,"Wil, Hyp",1
od9bv7,Christie,Dead or Alive,earth,3d,1,1696,N/A,N/A,0,N/A,false,false,N/A,N/A,47,50,53,259,"Ban, Vis",1
od9ah6,Tomoe,Tsukimichi: Moonlit Fantasy,wood,3d,53,1448,N/A,N/A,0,N/A,false,false,N/A,N/A,41,55,40,269,"Rot, Tim",1
od963y,Mysta Rias,Nijisanji EN,light,3d,256,1465,N/A,N/A,0,N/A,false,false,N/A,N/A,43,42,58,274,"Alm, Nec",1
od94ev,Keeho,P1HARMONY,void,3d,63,886,N/A,N/A,0,N/A,false,false,N/A,N/A,42,79,58,247,"Hyp, Spi",1
od9319,Ayase,YOASOBI,fire,fav,15,806,N/A,N/A,0,N/A,false,false,N/A,N/A,76,44,45,249,"Hel, Cos",1
