code,name,series,element,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves,level
oc3rr7,Stella Jang,SOLOIST,void,cool,3,1636,N/A,N/A,0,N/A,false,false,N/A,N/A,47,40,45,231,"Nec, Ato",1
oc3hdr,Brian,AMPERS&ONE,wind,cool,2,1014,N/A,N/A,0,N/A,false,false,N/A,N/A,60,46,43,241,"Tau, Ser",1
oc3f0a,Soobin,TXT,wood,N/A,309,689,N/A,N/A,0,N/A,false,false,N/A,N/A,54,60,63,236,"Ban, Ref",1
oc3epd,Hoshimachi Suisei,Hololive,wood,N/A,309,1657,N/A,N/A,0,N/A,false,false,N/A,N/A,40,42,40,232,"Pur, Spi",1
oc3arr,Morgiana,Magi: The Labyrinth of Magic,wind,N/A,81,1496,N/A,N/A,0,N/A,false,false,N/A,N/A,56,42,59,241,"Und, Mys",1
oc39d9,Tammy Yokoyama,The Kiss Bet,light,low,1,43,N/A,N/A,0,N/A,false,false,N/A,N/A,50,57,42,298,"Und, Ref",1
oc36zf,Shii,Naruto: Shippuden,fire,low,0,36,N/A,N/A,0,N/A,false,false,N/A,N/A,48,50,43,316,"Sha, Ref",1
oc34pg,Shinichi Okazaki,Nana,void,N/A,30,1029,N/A,N/A,0,N/A,false,false,N/A,N/A,55,54,53,243,"Vor, Vis",1
oc33jm,Kouchou,Interviews With Monster Girls,ice,low,0,2,N/A,N/A,0,N/A,false,false,N/A,N/A,50,41,50,297,"Hol, Bel",1
oc1bx1,Ereshkigal,Kamihime Project,void,N/A,0,694,N/A,N/A,0,N/A,false,false,N/A,N/A,58,42,52,249,"Pur, Tri",1
oc18fv,I.M,Monsta X,void,cool,19,1967,N/A,N/A,0,N/A,false,false,N/A,N/A,43,59,40,292,"Sha, Pur",1
oc17ai,Gem King,Granblue Fantasy,fire,low,0,88,N/A,N/A,0,N/A,false,false,N/A,N/A,43,53,40,259,"Hol, Rot",1
oc1665,Mark,SuperM,fire,cool,18,1065,N/A,N/A,0,N/A,false,false,N/A,N/A,63,50,57,252,"Vor, Wil",1
oc142n,Scarlet,I'm the Grim Reaper,fire,N/A,17,1868,N/A,N/A,0,N/A,false,false,N/A,N/A,52,67,57,247,"Mim, Cos",1
oc11h5,Sailor Uranus,Sailor Moon,earth,N/A,31,1391,N/A,N/A,0,N/A,false,false,N/A,N/A,42,44,43,257,"Eth, Ref",1
oc0vom,Alan Sylvasta,BNA: Brand New Animal,ice,low,0,52,N/A,N/A,0,N/A,false,false,N/A,N/A,51,59,59,254,"Bli, Vor",1
oc0tvn,Mai,Avatar: The Last Airbender,ice,N/A,29,1684,N/A,N/A,0,N/A,false,false,N/A,N/A,50,45,60,278,"Cos, Spi",1
oc0sb8,Verde,Kamen Rider,wind,N/A,1,984,N/A,N/A,0,N/A,false,false,N/A,N/A,58,59,48,289,"Ser, Rot",1
oc0p0v,An Qi,THE9,wind,N/A,0,890,N/A,N/A,0,N/A,false,false,N/A,N/A,57,79,54,260,"Rol, Bli",1
oc0kmz,Hotdog,Food Fantasy,fire,N/A,3,1876,N/A,N/A,0,N/A,false,false,N/A,N/A,48,52,56,275,"Rol, Spi",1
oc07v7,Siyun Baek,Dreaming Freedom,wood,N/A,77,947,N/A,N/A,0,N/A,false,false,N/A,N/A,59,55,40,231,"Dru, Alm",1
obzzr1,Calcifer,Howl's Moving Castle,earth,N/A,87,941,N/A,N/A,0,N/A,false,false,N/A,N/A,63,50,48,293,"Ser, Sou",1
obzy6w,Titan,Takt Op. Destiny,fire,takt,38,1426,N/A,N/A,0,N/A,false,false,N/A,N/A,48,42,49,254,"Ato, Spi",1
obzwfb,Flare Corona,Fairy Tail,metal,ev,8,581,N/A,N/A,0,N/A,false,false,N/A,N/A,49,45,57,303,"Ato, Rol",1
obzsgx,Butter Pretzel Cookie,Cookie Run,ice,cookie,2,1109,N/A,N/A,0,N/A,false,false,N/A,N/A,45,46,57,267,"Eth, Tau",1
obzo8s,Nagisa Momoe,Puella Magi Madoka Magica,wind,ev,32,1682,N/A,N/A,0,N/A,false,false,N/A,N/A,54,41,48,250,"Mys, Spi",1
obzn4g,Seungyeop,E'LAST,fire,cool,2,622,N/A,N/A,0,N/A,false,false,N/A,N/A,57,48,53,288,"Dra, Alm",1
obzlxh,Saika Magochi,Fate/Grand Order,void,low,4,76,N/A,N/A,0,N/A,false,false,N/A,N/A,80,41,49,286,"Ref, Bel",1
obzjaf,Caramel Arrow Cookie,Cookie Run,wind,cookie,8,783,N/A,N/A,0,N/A,false,false,N/A,N/A,58,76,53,244,"Dru, Ban",1
oalj1w,Tanya Volta,Atelier Ayesha: The Alchemist of Dusk,wood,N/A,0,1467,N/A,N/A,0,N/A,false,false,N/A,N/A,44,46,59,280,"Spi, Rol",1
oa3536,Shinobu Oshino,Bakemonogatari,metal,N/A,172,940,N/A,N/A,0,N/A,false,false,N/A,N/A,50,53,54,273,"Ser, Wil",1
oaem6v,Rurino Osawa,Love Live! Hasunosora Girls' High School Idol Club,ice,N/A,3,765,N/A,N/A,0,N/A,false,false,N/A,N/A,60,50,60,244,"Nec, Har",1
oaewao,Nico Robin,One Piece,void,crg,1328,204,N/A,N/A,0,N/A,false,false,N/A,N/A,45,59,60,282,"Ser, Cos",1
oacosb,Nene,Bonbon Girls 303,void,N/A,1,527,N/A,N/A,0,N/A,false,false,N/A,N/A,67,41,65,235,"Ser, Tim",1
oaerk8,Moon Seo-Ha,See You in My 19th Life,metal,N/A,5,451,N/A,N/A,0,N/A,false,false,N/A,N/A,56,59,49,342,"Tri, Mys",1
oa8cz8,Mitsuyoshi Yagyu,Ikki Tousen,void,N/A,1,883,N/A,N/A,0,N/A,false,false,N/A,N/A,48,54,66,276,"Hyp, Rol",1
oay8p9,Louisa May Alcott,Bungou Stray Dogs,earth,N/A,3,765,N/A,N/A,0,N/A,false,false,N/A,N/A,43,56,48,315,"Dru, Tem",1
oafnfr,Kurisu Makise,Steins;Gate,void,N/A,365,247,N/A,N/A,0,N/A,false,false,N/A,N/A,58,52,60,242,"Tim, Vor",1
oa6ohi,Kozue Yusa,THE iDOLM@STER Cinderella Girls,light,N/A,3,971,N/A,N/A,0,N/A,false,false,N/A,N/A,50,50,56,291,"For, Mys",1
oacd7t,Hagumi Hanamoto,Honey and Clover,earth,ev,1,1475,N/A,N/A,0,N/A,false,false,N/A,N/A,48,68,46,273,"Alm, Ser",1
oadehd,Fyodor Dostoevsky,Bungou Stray Dogs,wind,N/A,248,125,N/A,N/A,0,N/A,false,false,N/A,N/A,42,51,47,286,"Tri, Hel",1
obqwpv,Fumi Midori,Ensemble Girls!,earth,ev,0,1436,N/A,N/A,0,N/A,false,false,N/A,N/A,47,57,57,283,"Ato, Wil",1
oa3bmm,Earl Grey Cookie,Cookie Run,ice,N/A,3,1855,N/A,N/A,0,N/A,false,false,N/A,N/A,57,50,56,264,"Eth, Sou",1
oalruw,Chikage Utsuki,A3! Act! Addict! Actors!,ice,ev,2,684,N/A,N/A,0,N/A,false,false,N/A,N/A,58,42,57,253,"Rot, Hol",1
obzeuf,Cocona,XG,earth,ev,23,1663,N/A,N/A,0,N/A,false,false,N/A,N/A,46,71,42,262,"Wil, Bel",1
obzd4y,Senjurou Rengoku,Demon Slayer,fire,slayer,23,1837,N/A,N/A,0,N/A,false,false,N/A,N/A,45,40,40,249,"Tim, Und",1
obzb55,Shinobu Kudo,THE iDOLM@STER Cinderella Girls,earth,ev,0,1437,N/A,N/A,0,N/A,false,false,N/A,N/A,59,54,46,252,"Nec, Spi",1
obyxoo,Stryker,Call of Duty,fire,N/A,8,1102,N/A,N/A,0,N/A,false,false,N/A,N/A,78,51,59,267,"Spi, Ato",1
obyvtb,Amelie Azazel,Welcome to Demon School! Iruma-kun,wood,ev,62,1868,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,53,271,"Tri, For",1
obyu4c,Miyuki Konno,The Girl Who Leapt Through Time,wood,N/A,0,872,N/A,N/A,0,N/A,false,false,N/A,N/A,43,60,42,231,"Bod, Mys",1
obyrzm,SOMI,SOLOIST,fire,ev,46,1085,N/A,N/A,0,N/A,false,false,N/A,N/A,73,56,53,262,"Rol, Dra",1
obyq6v,Reona West,PriPara,wood,deck,0,1512,N/A,N/A,0,N/A,false,false,N/A,N/A,79,41,87,299,"Har, Ato",1
obyo0n,Arcanist,GYEE,metal,N/A,1,1677,N/A,N/A,0,N/A,false,false,N/A,N/A,53,51,50,265,"Dra, Und",1
oby2ao,Monkey D. Luffy,One Piece,wood,spl,3082,44,N/A,N/A,0,N/A,false,false,N/A,N/A,44,52,42,307,"Eth, Mys",1
obykpi,Lee Byeong-chan,All of Us Are Dead,ice,low,4,72,N/A,N/A,0,N/A,false,false,N/A,N/A,51,57,45,271,"Pur, Ato",1
obyfdn,Izuru Kamukura,Danganronpa 2: Goodbye Despair,ice,N/A,31,908,N/A,N/A,0,N/A,false,false,N/A,N/A,47,43,51,300,"Spi, Sha",1
obyc2s,Ruby Kurosawa,Love Live! Sunshine!!,light,ev,21,658,N/A,N/A,0,N/A,false,false,N/A,N/A,50,47,42,268,"Tem, Ato",1
oby86f,Jin Hyeonju,UNIS,metal,ev,7,956,N/A,N/A,0,N/A,false,false,N/A,N/A,43,56,45,260,"Tem, Sou",1
oby6w3,Hildr,Fate/Grand Order,fire,N/A,2,357,N/A,N/A,0,N/A,false,false,N/A,N/A,75,55,42,261,"Bli, Ser",1
oby5fh,Akiko Kamiyama,School-Live!,fire,low,1,81,N/A,N/A,0,N/A,false,false,N/A,N/A,53,60,46,257,"Spi, Ato",1
oby27l,Nico Yazawa,Love Live! School Idol Project,wood,low,84,37,N/A,N/A,0,N/A,false,false,N/A,N/A,77,50,44,275,"Vis, Wil",1
obxwps,The Survivor,Rain World,fire,N/A,2,66,N/A,N/A,0,N/A,false,false,N/A,N/A,45,47,45,260,"Dra, Spi",1
obxvnd,Neon Nostrade,Hunter x Hunter,metal,ev,5,1226,N/A,N/A,0,N/A,false,false,N/A,N/A,56,45,56,255,"Tem, Pur",1
obxu8c,Adonis Otogari,Ensemble Stars!,light,N/A,37,1119,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,67,233,"Bel, Mys",1
obxszk,MARTY:,MAVE:,metal,cool,4,1676,N/A,N/A,0,N/A,false,false,N/A,N/A,57,59,43,327,"Tem, Bod",1
obxn0r,Kanzaki Mikoto,Girlfriend (Kari),void,ev,1,1262,N/A,N/A,0,N/A,false,false,N/A,N/A,48,50,44,291,"Har, Nec",1
obxlm0,Elena Gilbert,Vampire Diaries,wood,N/A,37,1697,N/A,N/A,0,N/A,false,false,N/A,N/A,53,56,53,243,"Ref, Har",1
obxge3,Jukang,JWiiver,void,N/A,0,1904,N/A,N/A,0,N/A,false,false,N/A,N/A,46,50,64,271,"Wil, Hyp",1
obxcqk,Chaesol,cignature,fire,cool,0,972,N/A,N/A,0,N/A,false,false,N/A,N/A,59,50,56,257,"Ban, Bel",1
obx9rv,Konoha Shirafuji,Grimoire Magic Academy,wood,ev,0,1851,N/A,N/A,0,N/A,false,false,N/A,N/A,92,43,48,251,"Har, Sha",1
obx35r,Yuri,Girls' Generation,wood,cool,13,640,N/A,N/A,0,N/A,false,false,N/A,N/A,63,56,50,257,"Vis, Wil",1
obx15j,Raine von Silford,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,earth,N/A,0,1240,N/A,N/A,0,N/A,false,false,N/A,N/A,55,53,44,272,"Bod, Mim",1
obwya7,Hello Kitty,Sanrio,ice,N/A,190,1938,N/A,N/A,0,N/A,false,false,N/A,N/A,58,42,50,300,"Ven, Mim",1
obww1d,Yushirou,Demon Slayer,light,slayer,19,649,N/A,N/A,0,N/A,false,false,N/A,N/A,53,47,41,247,"Vor, Pur",1
obwrae,Tokiomi Tohsaka,Fate/Zero,earth,N/A,2,1141,N/A,N/A,0,N/A,false,false,N/A,N/A,49,47,45,237,"Roc, Sha",1
obvxxw,Rossweisse,High School DxD BorN,fire,ev,89,1924,N/A,N/A,0,N/A,false,false,N/A,N/A,51,47,74,298,"Ven, Eth",1
obvwho,Li Tai Bai,Sid Story,fire,N/A,0,834,N/A,N/A,0,N/A,false,false,N/A,N/A,41,54,60,298,"Hol, Spi",1
obvuah,Navin,Homesick,light,low,3,91,N/A,N/A,0,N/A,false,false,N/A,N/A,49,80,59,281,"For, Ven",1
obm003,Type 95,Girls Frontline,wind,ev,0,79,N/A,N/A,0,N/A,false,false,N/A,N/A,51,40,50,240,"Bod, Vor",1
obvlva,Miura Rinaldi,Magical Girl Lyrical Nanoha,wind,ev,0,1408,N/A,N/A,0,N/A,false,false,N/A,N/A,55,57,69,263,"Vor, Vis",1
obvrid,Eve,Elsword,metal,ev,3,696,N/A,N/A,0,N/A,false,false,N/A,N/A,45,49,64,277,"Wil, For",1
obvq8v,Neamhain,Destiny Child,fire,N/A,0,527,N/A,N/A,0,N/A,false,false,N/A,N/A,43,52,51,257,"Eth, Sha",1
obvp2g,Ayato Sakamaki,Diabolik Lovers,wood,N/A,48,1467,N/A,N/A,0,N/A,false,false,N/A,N/A,41,50,54,240,"Sou, Rot",1
obvnfl,Paracelsus,Granblue Fantasy,fire,N/A,0,717,N/A,N/A,0,N/A,false,false,N/A,N/A,48,55,46,236,"Eth, Spi",1
obvlqx,Hanaoka Chiho,LOVEME,light,N/A,0,912,N/A,N/A,0,N/A,false,false,N/A,N/A,53,55,59,244,"Dra, Nec",1
obutkm,Gilbert Nightray,Pandora Hearts,wind,N/A,33,1817,N/A,N/A,0,N/A,false,false,N/A,N/A,54,59,69,236,"Eth, Bli",1
obumh2,Atsushi Nakajima,Bungou Stray Dogs,metal,N/A,202,1648,N/A,N/A,0,N/A,false,false,N/A,N/A,50,59,49,239,"Mim, Und",1
obuky0,Seven,SAO: Lost Song,light,ev,3,1732,N/A,N/A,0,N/A,false,false,N/A,N/A,44,60,57,278,"Cos, Tri",1
obujc8,Yoon Ki-Joong,Solo Leveling,metal,solo,1,934,N/A,N/A,0,N/A,false,false,N/A,N/A,44,56,40,278,"Bod, Dra",1
obufrl,Gilgamesh,Fate/Zero,fire,N/A,205,962,N/A,N/A,0,N/A,false,false,N/A,N/A,60,40,82,255,"Bod, Mys",1
obudlh,Aquileia,Sid Story,ice,N/A,0,1233,N/A,N/A,0,N/A,false,false,N/A,N/A,69,40,40,265,"For, Hel",1
obub7h,Vernon,Seventeen,earth,ev,103,1572,N/A,N/A,0,N/A,false,false,N/A,N/A,51,57,56,279,"Vis, Bel",1
obu9ui,Older Brother Spider Demon,Demon Slayer,void,slayer,8,1051,N/A,N/A,0,N/A,false,false,N/A,N/A,53,50,78,234,"Dra, Hel",1
obu7g9,S'more Cookie,Cookie Run,metal,cookie,3,1975,N/A,N/A,0,N/A,false,false,N/A,N/A,57,62,44,287,"Nec, Rol",1
obttev,SUGA,BTS,wood,N/A,326,1673,N/A,N/A,0,N/A,false,false,N/A,N/A,49,59,55,267,"Tim, Tri",1
obtqef,Sugar Glass Cookie,Cookie Run,wood,cookie,1,1630,N/A,N/A,0,N/A,false,false,N/A,N/A,54,57,54,249,"Ser, Spi",1
obto7d,Hydrangea Cookie,Cookie Run,wood,cookie,4,739,N/A,N/A,0,N/A,false,false,N/A,N/A,83,55,40,259,"Spi, Spi",1
obtkt8,Kyouya Onodera,Munou na Nana,void,N/A,4,1089,N/A,N/A,0,N/A,false,false,N/A,N/A,40,59,43,290,"Ref, Wil",1
obti5h,Blu-rayko,Gintama,fire,N/A,0,40,N/A,N/A,0,N/A,false,false,N/A,N/A,51,41,55,266,"Vor, Spi",1
obtbz1,Sukiyaki,Food Fantasy,fire,N/A,10,1233,N/A,N/A,0,N/A,false,false,N/A,N/A,44,50,43,256,"Spi, Mim",1
obt9rq,Nero Claudius,Fate/Extra,void,N/A,82,1953,N/A,N/A,0,N/A,false,false,N/A,N/A,52,41,52,276,"Rol, Wil",1
obt7ai,Hello Kitty,Sanrio,fire,ev,190,1048,N/A,N/A,0,N/A,false,false,N/A,N/A,57,49,47,279,"Eth, Rol",1
obt4k0,Kissae,Death: Rescheduled,wood,low,4,1457,N/A,N/A,0,N/A,false,false,N/A,N/A,53,49,55,264,"Ato, Vis",1
obt2e7,Marucho Marukura,Bakugan Battle Brawlers,earth,low,6,99,N/A,N/A,0,N/A,false,false,N/A,N/A,44,41,54,275,"Pur, Alm",1
obsytt,Mashiro Yuuri,The Yakuza's Guide to Babysitting,earth,N/A,4,1373,N/A,N/A,0,N/A,false,false,N/A,N/A,43,53,57,241,"Hel, Spi",1
obsvnw,Celia Cumani Aintree,Walkure Romanze,fire,ev,1,1563,N/A,N/A,0,N/A,false,false,N/A,N/A,40,49,46,255,"Ato, Dru",1
obstpc,Nagisa Furukawa,Clannad,wood,ev,47,886,N/A,N/A,0,N/A,false,false,N/A,N/A,59,56,76,259,"Spi, Und",1
obsqgi,Jeewon,cignature,ice,cool,2,971,N/A,N/A,0,N/A,false,false,N/A,N/A,43,49,61,270,"Bel, Alm",1
obsjlf,Curran,Dragalia Lost,fire,low,1,35,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,49,290,"Wil, Ser",1
obs4k4,Masachika Kuze,Alya Sometimes Hides Her Feelings in Russian,earth,ev,7,1519,N/A,N/A,0,N/A,false,false,N/A,N/A,42,43,54,250,"Pur, Spi",1
obrxzv,White Lily Cookie,Cookie Run,ice,ev,25,703,N/A,N/A,0,N/A,false,false,N/A,N/A,41,46,74,231,"Dra, Roc",1
obrtj8,Reisalin Stout,Atelier Ryza: Ever Darkness & the Secret Hideout,earth,ev,34,1682,N/A,N/A,0,N/A,false,false,N/A,N/A,46,58,46,270,"Vis, Rol",1
obrpq5,Miya,GWSN,wind,N/A,9,200,N/A,N/A,0,N/A,false,false,N/A,N/A,40,42,56,263,"Out, Und",1
obro4x,Sylphiette,Mushoku Tensei: Jobless Reincarnation,metal,ev,119,1387,N/A,N/A,0,N/A,false,false,N/A,N/A,43,46,58,273,"Dra, Tem",1
obrjhi,Yae Miko,Genshin Impact,wind,crg,1437,179,N/A,N/A,0,N/A,false,false,N/A,N/A,53,54,52,281,"Hol, Har",1
obrifb,Yoon,WINNER,fire,cool,16,423,N/A,N/A,0,N/A,false,false,N/A,N/A,44,49,49,261,"Alm, Mys",1
obrdqh,Mei Mei,Jujutsu Kaisen,metal,jjk,112,1606,N/A,N/A,0,N/A,false,false,N/A,N/A,45,49,46,232,"Hol, Har",1
obrdo1,Nino Nakano,The Quintessential Quintuplets,void,N/A,1048,1020,N/A,N/A,0,N/A,false,false,N/A,N/A,41,84,51,298,"Rot, Dra",1
obrc1m,Luciano Carvalho,Paranormal Order,earth,low,0,50,N/A,N/A,0,N/A,false,false,N/A,N/A,40,51,43,256,"Ato, Rot",1
obr9xm,Rill Boismortier,Black Clover,void,low,4,11,N/A,N/A,0,N/A,false,false,N/A,N/A,47,58,54,257,"Dru, Hyp",1
obr8a0,Tomoyo Sakagami,Clannad,void,ev,11,818,N/A,N/A,0,N/A,false,false,N/A,N/A,56,45,48,242,"Vor, Pur",1
obr73l,Hanafusa Yuki,Girlfriend (Kari),earth,ev,0,1290,N/A,N/A,0,N/A,false,false,N/A,N/A,54,56,41,305,"Out, Tri",1
obr5dg,Latina,"If it's for My Daughter, I'd Even Defeat a Demon Lord",earth,N/A,14,743,N/A,N/A,0,N/A,false,false,N/A,N/A,54,46,55,299,"Vor, Bod",1
obr4aq,Xiao Yihan,The Ghostly Doctor,void,deck,1,1641,N/A,N/A,0,N/A,false,false,N/A,N/A,54,88,79,282,"Tri, Ban",1
obr34j,Eiji Shirogane,Kuroko's Basketball,wind,N/A,0,1369,N/A,N/A,0,N/A,false,false,N/A,N/A,56,48,49,253,"Rot, Ser",1
obqyxw,Sunaookami Shiroko,Blue Archive,wind,ev,138,1796,N/A,N/A,0,N/A,false,false,N/A,N/A,59,58,42,235,"Nec, Sou",1
obqxdg,Shintarou Kisaragi,MEKAKUCITY ACTORS,ice,N/A,15,1210,N/A,N/A,0,N/A,false,false,N/A,N/A,50,56,69,300,"Rot, Ser",1
obqvw1,Chaewon,IZONE,metal,N/A,76,1339,N/A,N/A,0,N/A,false,false,N/A,N/A,45,60,61,274,"Tim, Wil",1
obqrhi,Nekota,Girls & Panzer,earth,N/A,0,1390,N/A,N/A,0,N/A,false,false,N/A,N/A,55,42,55,257,"Dra, Bod",1
obqpcf,Ju-ne,iKON,fire,cool,3,903,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,72,247,"Tem, Eth",1
obqj9d,Denki Kaminari,My Hero Academia,metal,ev,106,1326,N/A,N/A,0,N/A,false,false,N/A,N/A,46,59,55,271,"Cos, Vis",1
obqi1o,Lew,TEMPEST,wood,N/A,1,1888,N/A,N/A,0,N/A,false,false,N/A,N/A,58,58,55,264,"Tri, Spi",1
obqe8u,Itsuki Nakano,The Quintessential Quintuplets,wood,N/A,661,979,N/A,N/A,0,N/A,false,false,N/A,N/A,54,57,44,270,"Vis, Dra",1
obq6g3,Akari Sakishima,Nagi no Asukara,light,N/A,1,1000,N/A,N/A,0,N/A,false,false,N/A,N/A,55,48,60,230,"Hol, Nec",1
obq4wn,Kirei Kotomine,Fate/Zero,earth,N/A,18,1625,N/A,N/A,0,N/A,false,false,N/A,N/A,58,41,52,232,"Dra, Bli",1
obpz6z,Ryo Akizuki,THE iDOLM@STER SideM,wind,ev,1,988,N/A,N/A,0,N/A,false,false,N/A,N/A,50,45,50,256,"Spi, Har",1
obojbg,Sumire,Path to Nowhere,void,ev,2,643,N/A,N/A,0,N/A,false,false,N/A,N/A,60,51,58,291,"Und, Mim",1
oboibv,Naoya Zenin,Jujutsu Kaisen,wind,jjk,21,1866,N/A,N/A,0,N/A,false,false,N/A,N/A,44,71,67,250,"For, Hyp",1
obogcn,Pizza Cookie,Cookie Run,wind,cookie,5,896,N/A,N/A,0,N/A,false,false,N/A,N/A,54,41,58,243,"Eth, Sou",1
obobsf,Android 18,Dragon Ball,wood,N/A,39,554,N/A,N/A,0,N/A,false,false,N/A,N/A,47,49,76,251,"Har, Rol",1
obo7ht,Hyunseung,Beast,fire,cool,1,311,N/A,N/A,0,N/A,false,false,N/A,N/A,53,58,46,250,"Spi, Ven",1
obo2jp,Nancy Wheeler,Stranger Things,wood,N/A,67,897,N/A,N/A,0,N/A,false,false,N/A,N/A,69,60,52,259,"Vor, Bel",1
obnx14,Kiyo Terauchi,Demon Slayer,light,slayer,3,1031,N/A,N/A,0,N/A,false,false,N/A,N/A,60,49,59,232,"Spi, Ser",1
obnvf7,Albedo,Genshin Impact,ice,genshit,299,1371,N/A,N/A,0,N/A,false,false,N/A,N/A,51,80,47,271,"Tem, Roc",1
obntff,Seraphine,Punishing: Gray Raven,fire,N/A,0,1707,N/A,N/A,0,N/A,false,false,N/A,N/A,47,48,43,263,"Dru, Bli",1
obnq7h,Minji,NewJeans,ice,crg,224,221,N/A,N/A,0,N/A,false,false,N/A,N/A,44,64,45,237,"Tri, Dra",1
obnpiu,Yewon,HOT ISSUE,metal,N/A,3,1763,N/A,N/A,0,N/A,false,false,N/A,N/A,51,51,58,249,"Bod, Vis",1
obno5m,Kokichi Oma,Danganronpa V3: Killing Harmony,wind,N/A,176,1635,N/A,N/A,0,N/A,false,false,N/A,N/A,49,41,50,244,"Rol, Tim",1
obnl8q,Leviathan,Granblue Fantasy,wind,low,1,85,N/A,N/A,0,N/A,false,false,N/A,N/A,40,45,52,292,"Sou, Und",1
obnfwh,Shiva,Fire Emblem: Thracia 776,earth,N/A,0,1425,N/A,N/A,0,N/A,false,false,N/A,N/A,56,57,44,282,"Hyp, Bli",1
obnc81,Mayna,HOT ISSUE,earth,cool,0,1877,N/A,N/A,0,N/A,false,false,N/A,N/A,67,59,59,274,"Tem, Hol",1
obnaii,Crimson Fist,Naruto: Ultimate Ninja Online,earth,ev,0,1137,N/A,N/A,0,N/A,false,false,N/A,N/A,59,48,60,280,"Hyp, Und",1
obna8i,Hakos Baelz,Hololive EN,light,N/A,139,506,N/A,N/A,0,N/A,false,false,N/A,N/A,51,47,53,293,"Ven, Bel",1
obn7jq,Chisa Kotegawa,Grand Blue,wood,N/A,52,923,N/A,N/A,0,N/A,false,false,N/A,N/A,74,52,64,276,"Spi, Dru",1
obn5xk,Koneko Toujou,High School DxD,wood,crg,279,244,N/A,N/A,0,N/A,true,false,N/A,N/A,53,55,41,242,"Mim, Hel",1
obn6g3,Xe,Atelier Elie: The Alchemist of Salburg 2,fire,low,0,92,N/A,N/A,0,N/A,false,false,N/A,N/A,60,55,42,251,"Dra, Ven",1
obn4l0,Lady Grey,Granblue Fantasy,fire,N/A,0,1402,N/A,N/A,0,N/A,false,false,N/A,N/A,42,57,50,261,"Und, Vor",1
obn1tz,Mercedes,MapleStory,wood,ev,1,1323,N/A,N/A,0,N/A,false,false,N/A,N/A,57,55,57,245,"Und, Tri",1
obn09x,Harriet,Animal Crossing,void,low,0,76,N/A,N/A,0,N/A,false,false,N/A,N/A,56,46,42,271,"Har, Ser",1
o9oqwv,Tsuyu Asui,My Hero Academia,metal,ev,95,1475,N/A,N/A,0,N/A,false,false,N/A,N/A,46,60,44,283,"Mys, Mim",1
o9s7k0,Dohwa Baek,Operation True Love,void,ev,96,670,N/A,N/A,0,N/A,false,false,N/A,N/A,60,45,50,246,"Dra, Har",1
o9z71n,Azusawa Kohane,Project SEKAI,wind,ev,94,1333,N/A,N/A,0,N/A,false,false,N/A,N/A,47,45,46,234,"Spi, Wil",1
o9iyk0,Roxana Agrece,The Way to Protect the Female Lead's Older Brother,fire,ev,51,630,N/A,N/A,0,N/A,false,false,N/A,N/A,52,45,41,274,"Bod, Ser",1
o95uy5,Jonghyun,SHINee,ice,ev,44,1513,N/A,N/A,0,N/A,false,false,N/A,N/A,46,75,54,288,"Cos, Rol",1
oaqekj,Diane,The Seven Deadly Sins,void,ev,37,294,N/A,N/A,0,N/A,false,false,N/A,N/A,45,50,43,241,"Ref, Bel",1
o8t9qj,Fuuko Izumo,Undead Unluck,wood,ev,31,1007,N/A,N/A,0,N/A,false,false,N/A,N/A,43,43,48,309,"Tim, Hyp",1
oaflb8,Tokino Sora,Hololive,wind,ev,36,819,N/A,N/A,0,N/A,false,false,N/A,N/A,43,48,41,284,"Tem, Rot",1
oa7akz,Hanamichi Sakuragi,Slam Dunk,wood,ev,31,702,N/A,N/A,0,N/A,false,false,N/A,N/A,45,45,52,287,"Nec, Har",1
o8maop,Alkaid,For All Time,wood,ev,31,1581,N/A,N/A,0,N/A,false,false,N/A,N/A,60,58,44,290,"Ser, Dra",1
o8xhca,Haruhime Sanjouno,Is It Wrong to Try to Pick Up Girls in a Dungeon?,earth,ev,28,554,N/A,N/A,0,N/A,false,false,N/A,N/A,53,42,58,235,"Out, Spi",1
o9txkp,Yujin,Kep1er,wind,ev,25,1086,N/A,N/A,0,N/A,false,false,N/A,N/A,56,52,74,243,"Pur, Bod",1
oa2ejo,Freya,Is It Wrong to Try to Pick Up Girls in a Dungeon?,metal,ev,27,1225,N/A,N/A,0,N/A,false,false,N/A,N/A,50,42,47,274,"Und, Nec",1
o9thiz,Lim Jugyeong,True Beauty,wind,ev,23,680,N/A,N/A,0,N/A,false,false,N/A,N/A,52,46,70,263,"Cos, Hyp",1
oa1tsf,Aura Bella Fiora,Overlord,void,ev,21,1544,N/A,N/A,0,N/A,false,false,N/A,N/A,67,54,51,244,"Ser, Out",1
obks3i,Suzu Kanade,Ayakashi Triangle,void,ev,3,1455,N/A,N/A,0,N/A,false,false,N/A,N/A,42,41,47,283,"Dru, Hol",1
oblpa4,Sayu Tsukisaka,Re:Stage!,void,ev,1,666,N/A,N/A,0,N/A,false,false,N/A,N/A,54,44,46,286,"Tem, Tim",1
